document_id,sentence_id,sentence_index_within_document,sentence_text,category,title,source_label,url,source_type,page_count,document_subtype,prev_sentence,next_sentence,contains_equity,contains_equities,contains_health_equity,contains_related_terms,is_definition_sentence,word_count,char_count,sentence_length_tokens,weak_label,predicted_label,prediction_confidence
doc_2d830432db58,doc_2d830432db58_s00023,23,"The HESS combines data across multiple performance measures, multiple social risk factors, and multiple types of comparisons to create a summary index of health equity.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"Then, the HESS assessed the extent to which care provided through Medicare Advantage contracts was equitable based on race, ethnicity, and dual/low-income subsidy (LIS) eligibility status.","The Biden-Harris Administration has emphasized the importance of equity across the government, and health equity in particular.",True,False,True,False,False,25,168,25,B_distributional,B_distributional,0.8614423057659303
doc_2d830432db58,doc_2d830432db58_s00024,24,"The Biden-Harris Administration has emphasized the importance of equity across the government, and health equity in particular.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"The HESS combines data across multiple performance measures, multiple social risk factors, and multiple types of comparisons to create a summary index of health equity.","This report directly responds to Executive Order 13985, Advancing Racial Equity and Support for Underserved Communities Through the Federal Government, which asks all federal agencies to ""identify the best methods, consistent with applicable law, to assist agencies in assessing equity with respect to race, ethnicity, religion, income, geography, gender identity, sexual orientation, and disability.",True,False,True,False,False,17,127,17,ambiguous,B_distributional,0.7507141003057959
doc_2d830432db58,doc_2d830432db58_s00025,25,"This report directly responds to Executive Order 13985, Advancing Racial Equity and Support for Underserved Communities Through the Federal Government, which asks all federal agencies to ""identify the best methods, consistent with applicable law, to assist agencies in assessing equity with respect to race, ethnicity, religion, income, geography, gender identity, sexual orientation, and disability.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"The Biden-Harris Administration has emphasized the importance of equity across the government, and health equity in particular.","Although this report focuses on the Medicare program, much of the findings are applicable more broadly, including the definition of a health equity measurement approach, the criteria that were developed for evaluating health equity measures, and the TEP's discussion of the measures identified.",True,False,False,True,False,54,400,54,A_structural,A_structural,0.8920459402799689
doc_2d830432db58,doc_2d830432db58_s00026,26,"Although this report focuses on the Medicare program, much of the findings are applicable more broadly, including the definition of a health equity measurement approach, the criteria that were developed for evaluating health equity measures, and the TEP's discussion of the measures identified.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"This report directly responds to Executive Order 13985, Advancing Racial Equity and Support for Underserved Communities Through the Federal Government, which asks all federal agencies to ""identify the best methods, consistent with applicable law, to assist agencies in assessing equity with respect to race, ethnicity, religion, income, geography, gender identity, sexual orientation, and disability.","Going forward, the health equity measures identified and evaluated in this report can contribute to HHS implementation of Executive Order 13985 and the recommendations in the Report to Congress on the Role of Social Risk in Medicare's Value-Based Purchasing Programs.4 A Note on Social Risk Factors, Race, and Ethnicity Although the IMPACT Act required that ASPE study ""the effect of individuals' socioeconomic status on quality measures,"" ASPE commissioned a series of reports from the National Academies of Science, Engineering, and Medicine who suggested that the term ""social risk factors"" was more appropriate and provided a conceptual model that listed the specific domains and risk factors.5 ASPE's Reports to Congress and follow-on work, including this report, have used the term social risk factors and the specific factors identified.4",True,False,True,False,False,43,294,43,B_distributional,B_distributional,0.9492651564560293
doc_2d830432db58,doc_2d830432db58_s00027,27,"Going forward, the health equity measures identified and evaluated in this report can contribute to HHS implementation of Executive Order 13985 and the recommendations in the Report to Congress on the Role of Social Risk in Medicare's Value-Based Purchasing Programs.4 A Note on Social Risk Factors, Race, and Ethnicity Although the IMPACT Act required that ASPE study ""the effect of individuals' socioeconomic status on quality measures,"" ASPE commissioned a series of reports from the National Academies of Science, Engineering, and Medicine who suggested that the term ""social risk factors"" was more appropriate and provided a conceptual model that listed the specific domains and risk factors.5 ASPE's Reports to Congress and follow-on work, including this report, have used the term social risk factors and the specific factors identified.4",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"Although this report focuses on the Medicare program, much of the findings are applicable more broadly, including the definition of a health equity measurement approach, the criteria that were developed for evaluating health equity measures, and the TEP's discussion of the measures identified.","In more recent years, there has been further discussion on appropriate terminology, including understanding the distinctions between social determinants of health, social risk factors, and social needs.6,7",True,False,True,False,False,127,845,127,B_distributional,B_distributional,0.8378449845981791
doc_2d830432db58,doc_2d830432db58_s00031,31,"These 3 See https://www.federalregister.gov/documents/2021/01/25/2021-01753/advancing-racial-equity-and- support-for-underserved-communities-through-the-federal-government 4 See all of ASPE's work on this topic at https://aspe.hhs.gov/social-risk-factors-and-medicares-value-based- purchasing-programs 5 National Academies of Sciences, Engineering, and Medicine.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"The social risk factors identified by the National Academies of Science, Engineering, and Medicine include the domains of socioeconomic position; race, ethnicity, and cultural context; gender; social relationships; and residential and community context.",Accounting for social risk factors in Medicare payment: Identifying social risk factors.,True,False,False,True,False,25,362,25,ambiguous,A_structural,0.7633269562478857
doc_2d830432db58,doc_2d830432db58_s00042,42,The Biden-Harris Administration's emphasis on health equity brings an additional perspective to this issue.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"We note that the factors identified include both modifiable social determinants of health, and also additional, non- modifiable factors such as race and ethnicity, which are themselves not causal factors for disparities but are subject to structural inequities that produce adverse health outcomes.","In addressing health equity, we in the federal government include many of the same factors that the National Academies of Science, Engineering, and Medicine identified as social risk factors.",True,False,True,False,False,14,107,14,ambiguous,B_distributional,0.7482000514162187
doc_2d830432db58,doc_2d830432db58_s00043,43,"In addressing health equity, we in the federal government include many of the same factors that the National Academies of Science, Engineering, and Medicine identified as social risk factors.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,The Biden-Harris Administration's emphasis on health equity brings an additional perspective to this issue.,"We take a slightly different perspective than presented by National Academies of Science, Engineering, and Medicine and consider non- modifiable factors such as race, ethnicity, and rural location as associated with health disparities, but not risk factors themselves or drivers of those disparities.",True,False,True,False,False,29,191,29,ambiguous,A_structural,0.5256897285817363
doc_2d830432db58,doc_2d830432db58_s00047,47,Addressing health equity issues requires implementing interventions to address the drivers of outcome differences and monitoring outcomes to determine whether equity improved.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"We also focus on modifiable factors, such as structural racism, that are the drivers of the outcome differences.",Such monitoring is built on the health equity measurement approaches evaluated in this report.,True,False,True,False,False,22,175,22,B_distributional,B_distributional,0.599329712382383
doc_2d830432db58,doc_2d830432db58_s00048,48,Such monitoring is built on the health equity measurement approaches evaluated in this report.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Addressing health equity issues requires implementing interventions to address the drivers of outcome differences and monitoring outcomes to determine whether equity improved.,"v Project Report Developing Health Equity Measures Steven C. Martino, Sangeeta Ahluwalia, Jordan Harrison, Alice Kim, Marc N. Elliott RAND Health Care January 2021 Prepared for ASPE vii Preface Socially at-risk individuals receive lower-quality health care and experience worse health outcomes than more advantaged individuals.",True,False,True,False,False,14,94,14,B_distributional,B_distributional,0.9238478907912719
doc_2d830432db58,doc_2d830432db58_s00049,49,"v Project Report Developing Health Equity Measures Steven C. Martino, Sangeeta Ahluwalia, Jordan Harrison, Alice Kim, Marc N. Elliott RAND Health Care January 2021 Prepared for ASPE vii Preface Socially at-risk individuals receive lower-quality health care and experience worse health outcomes than more advantaged individuals.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Such monitoring is built on the health equity measurement approaches evaluated in this report.,"One way to address this in the Medicare population is to use Medicare's value-based purchasing (VBP) programs, quality reporting efforts, and confidential reports as tools to drive improvements in quality.",True,False,True,False,False,45,327,45,B_distributional,B_distributional,0.9024033237253725
doc_2d830432db58,doc_2d830432db58_s00051,51,"In particular, including health equity measurement approaches in VBP programs and quality reporting could motivate providers to focus on reducing disparities and to prioritize particular areas for quality improvement.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"One way to address this in the Medicare population is to use Medicare's value-based purchasing (VBP) programs, quality reporting efforts, and confidential reports as tools to drive improvements in quality.","It could also encourage providers to improve health equity through service enhancements, patient In this project, RAND Corporation researchers identified existing health equity measurement approaches that might fit with Medicare's VBP programs, quality reporting efforts, and confidential reports.",True,False,True,True,False,29,217,29,B_distributional,B_distributional,0.9542792667854736
doc_2d830432db58,doc_2d830432db58_s00052,52,"It could also encourage providers to improve health equity through service enhancements, patient In this project, RAND Corporation researchers identified existing health equity measurement approaches that might fit with Medicare's VBP programs, quality reporting efforts, and confidential reports.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"In particular, including health equity measurement approaches in VBP programs and quality reporting could motivate providers to focus on reducing disparities and to prioritize particular areas for quality improvement.","The project had two objectives: (1) identify health equity measurement approaches, and (2) decide which of these approaches merit consideration for inclusion in Medicare's VBP programs, quality reporting efforts, and confidential reports.",True,False,True,False,False,38,297,38,B_distributional,B_distributional,0.9413863461353329
doc_2d830432db58,doc_2d830432db58_s00053,53,"The project had two objectives: (1) identify health equity measurement approaches, and (2) decide which of these approaches merit consideration for inclusion in Medicare's VBP programs, quality reporting efforts, and confidential reports.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"It could also encourage providers to improve health equity through service enhancements, patient In this project, RAND Corporation researchers identified existing health equity measurement approaches that might fit with Medicare's VBP programs, quality reporting efforts, and confidential reports.",This report describes the methods and findings of the project and delineates potential first steps for the U.S. Department of Health and Human Services to consider as it continues to evaluate the prospect of incorporating health equity measures and domains in Medicare's VBP and reporting programs.,True,False,True,False,False,32,238,32,B_distributional,B_distributional,0.9424116640406559
doc_2d830432db58,doc_2d830432db58_s00054,54,This report describes the methods and findings of the project and delineates potential first steps for the U.S. Department of Health and Human Services to consider as it continues to evaluate the prospect of incorporating health equity measures and domains in Medicare's VBP and reporting programs.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,"The project had two objectives: (1) identify health equity measurement approaches, and (2) decide which of these approaches merit consideration for inclusion in Medicare's VBP programs, quality reporting efforts, and confidential reports.","This research was funded by the Office of the Assistant Secretary for Evaluation and Planning in the U.S. Department of Health and Human Services and carried out within the Payment, Cost, and Coverage Program in RAND Health Care.",True,False,True,False,False,46,298,46,B_distributional,B_distributional,0.9602748427668025
doc_2d830432db58,doc_2d830432db58_s00061,61,Background and P urpose 1 Background 1 Project Objectives 2 2. Literature Review Methods and Results 4 Definition of a Health Equity Measurement Approach to Assess Organizational Contributions 4 Search Strategy 4 Eligibility Criteria 5 Article/Report Screening 5 3.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Bookmark not defined.ii Contents ix Figures xi Ta bles xii Abbreviations xiii Summary xiv 1.,Detailed Information on Identified Approaches 12 Measurement Framework for Evaluating How Well an Organization Meets National CLAS Standards (HHS OMH) 12 NQF Disparities-Sensitive Measure Assessment 14 AHRQ National Healthcare Quality and Disparities Report 16 CM S OMHMapping Medicare Disparities Tool 18 CMS OMH Reporting of CAHPS and HEDIS Data Stratified by Race and Ethnicity for Medicare Beneficiaries 19 Minnesota Healthcare Disparities Report 20 CMS Assessment of Hospital Disparities for Dual-Eligible Patients 22 CMS OMH Health Equity Summary Score 24 Zimmerman Health-Related Quality of Life Approach to Assessing Health Equity 27 Zimmerman and Anderson Approach to Evaluating Trends over Time in Health Equity 28 4.,True,False,True,False,False,39,265,39,B_distributional,B_distributional,0.9128432505591227
doc_2d830432db58,doc_2d830432db58_s00062,62,Detailed Information on Identified Approaches 12 Measurement Framework for Evaluating How Well an Organization Meets National CLAS Standards (HHS OMH) 12 NQF Disparities-Sensitive Measure Assessment 14 AHRQ National Healthcare Quality and Disparities Report 16 CM S OMHMapping Medicare Disparities Tool 18 CMS OMH Reporting of CAHPS and HEDIS Data Stratified by Race and Ethnicity for Medicare Beneficiaries 19 Minnesota Healthcare Disparities Report 20 CMS Assessment of Hospital Disparities for Dual-Eligible Patients 22 CMS OMH Health Equity Summary Score 24 Zimmerman Health-Related Quality of Life Approach to Assessing Health Equity 27 Zimmerman and Anderson Approach to Evaluating Trends over Time in Health Equity 28 4.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Background and P urpose 1 Background 1 Project Objectives 2 2. Literature Review Methods and Results 4 Definition of a Health Equity Measurement Approach to Assess Organizational Contributions 4 Search Strategy 4 Eligibility Criteria 5 Article/Report Screening 5 3.,Summary of Identified Health Equity Measurement Approaches 29 5.,True,False,True,True,False,104,727,104,B_distributional,B_distributional,0.9789388890421133
doc_2d830432db58,doc_2d830432db58_s00063,63,Summary of Identified Health Equity Measurement Approaches 29 5.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Detailed Information on Identified Approaches 12 Measurement Framework for Evaluating How Well an Organization Meets National CLAS Standards (HHS OMH) 12 NQF Disparities-Sensitive Measure Assessment 14 AHRQ National Healthcare Quality and Disparities Report 16 CM S OMHMapping Medicare Disparities Tool 18 CMS OMH Reporting of CAHPS and HEDIS Data Stratified by Race and Ethnicity for Medicare Beneficiaries 19 Minnesota Healthcare Disparities Report 20 CMS Assessment of Hospital Disparities for Dual-Eligible Patients 22 CMS OMH Health Equity Summary Score 24 Zimmerman Health-Related Quality of Life Approach to Assessing Health Equity 27 Zimmerman and Anderson Approach to Evaluating Trends over Time in Health Equity 28 4.,Technical Expert Panel Process and Members 33 6.,True,False,True,False,False,9,64,9,B_distributional,B_distributional,0.9136429898957373
doc_2d830432db58,doc_2d830432db58_s00065,65,TEP Input on P roject Framing and Approach 34 Inp ut on Definition of a Health Equity Measurement Approach 34 Input on Premise of the Project 35 Input on Evaluation Criteria 35 7.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Technical Expert Panel Process and Members 33 6.,Detailed Assessment of Identified Approaches 38 CLAS Standards 38 NQF Disparities-Sensitive Measure Assessment 41 AHRQ National Healthcare Quality and Disparities Report 42 CM S,True,False,True,False,False,33,179,33,B_distributional,B_distributional,0.8913702457622216
doc_2d830432db58,doc_2d830432db58_s00067,67,"OMHMapping Medicare Disparities Tool 44 CMS OMH Reporting of CAHPS and HEDIS Data, Stratified by Race and Ethnicity, for Medicare Beneficiaries 46 Minnesota Healthcare Disparities Report 48 CMS Assessment of Hospital Disparities for Dual-Eligible Patients 50 ix CMS OMH Health Equity Summary Score 52 Zimmerman Health-Related Quality of Life Approach to Assessing Health Equity 54 Equity 56 8.",federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Detailed Assessment of Identified Approaches 38 CLAS Standards 38 NQF Disparities-Sensitive Measure Assessment 41 AHRQ National Healthcare Quality and Disparities Report 42 CM S,"Summary and Key Takeaways 59 Summary 59 Key Takeaways 60 Appendix A. Ambulatory, Hospital, Behavioral Health, and Public Health Measures Identified as Part of the Measurement Framework for Evaluating How Well an Organization Meets National CLAS Standards (HHS OMH) 62 Appendix B. Measures Identified as Disparities-Sensitive",True,False,True,True,False,58,393,58,B_distributional,B_distributional,0.9638087933633732
doc_2d830432db58,doc_2d830432db58_s00072,72,Ten Identified Approaches to Health Equity Measurement xix Ta ble 2.1.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Blending Scheme 26 xi Tables Ta ble S.1.,Database Search Strategy 7 Table 2.2.,True,False,True,False,False,11,70,11,B_distributional,B_distributional,0.8900021884987972
doc_2d830432db58,doc_2d830432db58_s00074,74,Summary of the Health Equity Measurement Approaches Identified by the Literature Review 11 Table 3.1.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Database Search Strategy 7 Table 2.2.,Cross-Cutting Measures to Evaluate How Well an Organization Meets National CLAS Standards 13 Ta ble 4.1.,True,False,True,False,False,15,101,15,B_distributional,B_distributional,0.9010022911243352
doc_2d830432db58,doc_2d830432db58_s00076,76,Summary of Identified Approaches to Health Equity Measurement 32 Table 7.1.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,Cross-Cutting Measures to Evaluate How Well an Organization Meets National CLAS Standards 13 Ta ble 4.1.,TEP Ratings of Measurement Framework for Evaluating How Well an Organization Meets National CLAS Standards 40 Table 7.2.,True,False,True,False,False,11,75,11,B_distributional,B_distributional,0.904118599644584
doc_2d830432db58,doc_2d830432db58_s00084,84,TEP Ratin gs of CMS OMH Health Equity Summary Score 54 Table 7.9.,federal_policy,Developing Health Equity Measures,ASPE / HHS,https://aspe.hhs.gov/sites/default/files/private/pdf/265566/developing-health-equity-measures.pdf,pdf,89.0,policy_report,TEP Ratings of CMS Assessment of Hospital Disparities for Dual-Eligible Patients 52 Table 7.8.,TEP Ratings of Zimmerman Health-Related Quality of Life Approach to Assessing Health Equity 56 Table 7.10.,True,False,True,False,False,13,65,13,B_distributional,B_distributional,0.9170281381848916
